NewDateTime,Flotation Column 01 Level,Flotation Column 04 Level,% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,% Silica Concentrate,Flotation Column 01 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow
3/11/2017 17:00,453.7443,458.5305056,59.66,3596.674222,530.8459,398.5030444,10.00360983,1.742909944,1.83,249.8050389,295.096,306.4,250.0537167
3/11/2017 18:00,450.3196167,449.1131611,59.66,3284.755358,558.0600944,399.7347667,9.926153667,1.760031611,1.83,249.9757667,295.096,306.4,249.92795
3/11/2017 19:00,449.3990333,450.1741444,59.66,3262.670251,568.9276056,398.7177667,9.993892722,1.773184889,3.42,249.6518833,295.096,306.4,249.7083889
3/11/2017 20:00,529.3302722,531.0520833,59.66,3013.169356,570.8648778,400.14305,9.935560722,1.775725833,3.865,250.0773667,295.096,306.4,249.9588389
3/11/2017 21:00,550.3461111,549.9484278,59.66,2958.460811,554.1030722,400.5591222,9.897945278,1.754096167,3.865,249.8391222,295.096,306.4,250.0298222
3/11/2017 22:00,456.9805444,459.1277556,59.66,3411.205994,551.3229167,399.0440667,9.801847833,1.755127167,4.97,249.9181889,295.096,306.4,250.0355167
3/11/2017 23:00,449.9748611,450.2518556,59.66,3007.081761,542.3541889,399.39069,9.891801111,1.751299167,5.06,250.2050333,295.096,306.4,250.0618778
3/12/2017 0:00,450.3664667,449.8692167,59.66,3133.790147,552.9906167,400.9191184,9.933222056,1.749511778,3.51,249.7250167,295.096,306.4,249.6727444
3/12/2017 1:00,450.7956778,429.4682611,58.84,3440.929353,546.4069889,400.1288056,9.918631111,1.744036833,3.62,248.7118556,295.096,306.4,250.2428889
3/12/2017 2:00,450.4998611,457.9069,58.84,2605.427489,554.1028833,399.6829583,10.10670222,1.752708333,4.92,250.4413556,295.096,306.4,250.4603722
3/12/2017 3:00,450.0206,452.2775056,58.84,2833.164325,561.6618889,400.4710222,9.904691833,1.764644444,2.13,250.1663778,295.096,306.4,250.1727556
3/12/2017 4:00,449.9502722,451.3798222,58.84,3220.180522,558.8256,399.8342833,9.821314722,1.760465944,2.77,250.2224056,295.096,306.4,250.1577556
3/12/2017 5:00,449.6734667,444.34725,58.84,3097.318389,548.8467889,398.9453167,9.708905167,1.751423389,2.03,250.0903333,295.096,306.4,249.9418833
3/12/2017 6:00,448.4853611,431.6321717,58.84,3624.469889,499.9709833,401.5697967,9.923732444,1.741721833,2.12,251.0055667,295.096,306.4,249.9704111
3/12/2017 7:00,450.8056444,294.7389144,58.82,3605.025327,520.7856944,399.2404338,9.766371778,1.740323722,2.4,250.07505,295.096,306.4,250.0631222
3/12/2017 8:00,449.9701111,428.3081278,58.82,3286.814457,511.5494944,399.9892972,9.769991778,1.748505611,2.43,249.9527278,295.096,306.4,250.0822
3/12/2017 9:00,450.1879278,449.0332,58.82,3898.336667,496.8615944,401.2604778,9.776126278,1.739387333,2.99,250.1051889,295.096,306.4,250.1788056
3/12/2017 10:00,450.5801222,434.1336389,58.82,3866.410833,442.6396944,397.7079528,9.756631722,1.685201333,5.04,249.9650722,295.096,306.4,249.9423278
3/12/2017 11:00,453.3639056,463.8627861,58.82,2915.466189,308.9497611,390.707261,9.916438556,1.715619778,4.71,250.3669444,295.096,306.4,249.9888944
3/12/2017 12:00,449.38505,453.7666472,58.82,3272.5225,439.4299722,399.216689,9.782335556,1.713829056,4.235,249.9407056,295.096,306.4,250.0313167
3/12/2017 13:00,491.5856556,448.6910944,58.82,3752.432167,512.5357111,402.7010889,9.790591278,1.7,3.76,249.9304833,295.096,306.4,250.1685389
3/12/2017 14:00,501.1808278,452.0088056,58.82,4131.856667,524.2244444,399.4405861,10.05556533,1.715066556,3.55,250.1378389,295.096,306.4,249.9977
3/12/2017 15:00,499.9685944,450.8599056,58.82,3118.517056,536.7365,399.6371667,9.741321389,1.730361833,3.06,250.1729833,295.096,306.4,249.9419444
3/12/2017 16:00,499.9337056,449.2583944,59.05,3363.381244,544.2283667,399.6796889,9.745005333,1.743973056,1.44,249.9829889,295.096,306.4,250.2469778
3/12/2017 17:00,500.4601722,452.5951278,59.05,3952.369111,549.9619833,401.1198222,9.934817111,1.751108333,1.59,250.0337167,295.096,306.4,250.0269222
3/12/2017 18:00,499.77905,500.8061333,59.05,3636.592111,534.8689611,399.2253778,9.825894444,1.762923444,1.52,250.0247722,295.096,306.4,249.9585889
3/12/2017 19:00,503.4828667,505.8048111,59.05,4084.474583,515.1387333,399.1144667,9.873642722,1.766401889,1.96,250.5809389,295.096,306.4,250.6788667
3/12/2017 20:00,818.6887317,552.5205833,59.05,4225.028861,313.7345889,401.7588547,9.975511278,1.832429889,1.9,250.1994333,295.096,306.4,250.4295444
3/12/2017 21:00,521.9020183,546.3956778,59.05,3995.695333,483.6418889,401.2207009,9.925455833,1.767593111,1.9,250.04915,295.096,306.4,250.15365
3/12/2017 22:00,549.9891611,551.2358222,59.05,3605.434445,540.9814389,400.1186333,9.973541611,1.77,1.09,250.0448833,295.096,306.4,249.9788
3/12/2017 23:00,551.0294333,550.1132389,59.05,3486.860979,535.7912111,399.0409167,10.092035,1.763548667,1,250.0612333,295.096,306.4,250.2543667
3/13/2017 0:00,636.4964528,597.5578056,59.05,1596.427121,457.8097278,401.3772389,9.703881778,1.611857,1,249.9957,295.096,306.4,249.98345
3/13/2017 1:00,528.7923139,537.4191111,57.35,3216.38999,372.3955722,400.19405,9.048677556,1.560512444,1.04,250.0383611,295.096,306.4,250.1058278
3/13/2017 2:00,549.9917833,550.5968167,57.35,3507.861,440.3484111,399.4468556,9.62994,1.682241111,1.25,249.9677667,295.096,306.4,250.0133889
3/13/2017 3:00,550.3021556,548.5611389,57.35,3838.496611,470.0055278,400.0196611,9.912497722,1.737275722,2.46,250.2901278,295.096,306.4,249.9275333
3/13/2017 4:00,549.8365667,544.23495,57.35,4004.762944,455.4181556,400.2756722,10.20217667,1.742699278,2.67,250.0978778,295.096,306.4,250.0317333
3/13/2017 5:00,548.7963611,554.0947056,57.35,4020.725667,431.4927111,399.5473889,9.883688611,1.738387444,1.95,250.0499833,295.096,306.4,250.0307556
3/13/2017 6:00,582.436875,540.7344583,57.35,4214.648722,409.6637667,398.3237861,9.688802111,1.676202889,2.4,249.9198778,295.096,306.4,250.0521944
3/13/2017 7:00,625.8226556,560.1540667,56.42,2446.129362,406.9206889,401.8178278,9.944059333,1.670226944,2.03,250.0643167,295.096,306.4,250.1224944
3/13/2017 8:00,615.567675,540.0749528,56.42,3851.802056,407.6352333,397.2096583,9.951672111,1.626235056,1.79,250.3367056,295.096,306.4,250.2898167
3/13/2017 9:00,550.6882889,546.3699556,56.42,3777.870333,431.2708222,399.8826056,9.933012333,1.740092944,2.02,250.05535,295.096,306.4,250.0850333
3/13/2017 10:00,559.3723167,555.7572333,56.42,3931.875167,435.6152333,400.4385056,10.06144994,1.749705722,1.94,250.2276778,295.096,306.4,249.9568056
3/13/2017 11:00,561.3242667,547.244475,56.42,3462.743103,415.8964444,399.4865722,9.931298889,1.744650111,3.09,250.1043278,295.096,306.4,249.9985833
3/13/2017 12:00,453.5482222,549.5312139,56.42,3832.096139,407.5238825,399.1324242,9.976111556,1.715513111,1.38,249.7572278,295.096,306.4,250.0651944
3/13/2017 13:00,564.8523056,542.3726806,56.42,3960.945167,376.4051398,400.4923869,9.703162889,1.709725167,1.87,250.1206,295.096,306.4,250.0821278
3/13/2017 14:00,573.2511611,520.3700167,56.42,4053.644333,365.6081694,401.1324167,9.852296667,1.686689667,1.86,249.8613111,295.096,306.4,250.0622889
3/13/2017 15:00,549.9611333,529.3386333,56.42,4077.542739,345.9128333,400.3777556,10.00986661,1.749549,1.27,250.1958222,295.096,306.4,250.0490278
3/13/2017 16:00,549.9106778,560.8795778,58.95,4057.384444,329.2925889,400.78275,9.956076833,1.7227065,1.9,250.1468278,295.096,306.4,250.0086389
3/13/2017 17:00,560.9528444,544.8348361,58.95,3637.501253,397.0655722,399.6473056,10.06713078,1.720483278,2.48,249.9972222,295.096,306.4,250.0206722
3/13/2017 18:00,599.7345944,548.9309694,58.95,3679.10384,430.2279333,399.54205,9.876164278,1.729841667,3.01,250.0003222,295.096,306.4,250.0040889
3/13/2017 19:00,600.4161389,544.5159389,58.95,4302.086492,443.2292333,400.2809611,10.01993439,1.7516125,2.9,250.2273833,295.096,306.4,250.05525
3/13/2017 20:00,600.7016556,559.5253,58.95,4540.312264,441.4591111,399.9770611,10.08542889,1.7516125,4.17,249.8613389,295.096,306.4,250.0178222
3/13/2017 21:00,599.8054611,544.9448944,58.95,4236.969056,439.6072556,399.9044722,9.787634056,1.75,3.88,250.0463833,295.096,306.4,250.0701833
3/13/2017 22:00,585.9421111,541.1977,58.95,4751.027944,437.9061944,399.3578167,9.598934667,1.745152778,4.3,249.9147667,295.096,306.4,250.1041667
3/13/2017 23:00,450.5452,449.61615,58.95,4345.203489,435.5546056,400.0549611,9.590207667,1.739198667,4.08,250.0097222,295.096,306.4,250.0252944
3/14/2017 0:00,450.0601667,450.1752833,58.95,4556.654144,433.6238611,399.8296722,9.663962833,1.736929167,3.56,250.0200333,295.096,306.4,250.0517111
3/14/2017 1:00,450.3514278,363.3795012,59.16,4462.475024,434.3344,400.0201222,9.847746833,1.741457056,4.17,249.3591833,295.096,306.4,249.9128944
3/14/2017 2:00,451.7272833,332.5989654,59.16,4004.864278,430.2901833,399.0755111,9.835799944,1.735683278,4.69,250.0925278,295.096,306.4,250.0962
3/14/2017 3:00,449.1223167,351.5094556,59.16,4034.223056,431.2268111,399.7788944,9.399854556,1.734637667,4.39,250.1376667,295.096,306.4,250.0708389
3/14/2017 4:00,449.1668944,455.0598528,59.16,4208.263167,441.51215,400.0269833,9.358841778,1.749204167,3.99,249.8924111,295.096,306.4,250.1074944
3/14/2017 5:00,452.3439667,449.4813,59.16,3900.939389,440.8592444,400.4227833,9.598938889,1.75,4.69,249.9312444,295.096,306.4,250.01135
3/14/2017 6:00,386.3259573,446.6074,59.16,3240.650865,438.8296111,399.4486278,9.589435556,1.748215222,4.4,250.45965,295.096,306.4,250.0500889
3/14/2017 7:00,433.457615,444.1205889,60.24,3253.707958,410.7239833,400.6762917,9.323970833,1.678144056,4.71,250.0028111,295.096,306.4,250.0864056
3/14/2017 8:00,642.2930536,455.3659056,60.24,3057.284233,445.6144778,399.9108611,9.378490722,1.757239611,4.06,250.15115,295.096,306.4,250.2370778
3/14/2017 9:00,607.483488,445.65215,60.24,3544.438694,537.6639889,400.4774667,9.281002833,1.763188556,1.3,250.0193667,295.096,306.4,250.1614278
3/14/2017 10:00,450.1831222,454.0409,60.24,3550.797444,524.8053889,400.5121333,9.1627205,1.755197556,5.3,250.0954833,295.096,306.4,249.9782778
3/14/2017 11:00,450.9428944,450.1596139,60.24,3729.841222,522.2949667,399.2530833,9.263269389,1.757987667,1.24,250.0582944,295.096,306.4,250.0728056
3/14/2017 12:00,517.9772056,523.4252194,60.24,3513.172989,451.5322667,400.7052861,9.212518389,1.59488075,2.08,250.0434056,295.096,306.4,250.0497222
3/14/2017 13:00,451.1341722,451.1138861,60.24,1525.445876,526.5827833,400.0654889,9.237209333,1.764422167,2.66,250.1527889,295.096,306.4,250.0772056
3/14/2017 14:00,472.9182778,472.4039333,60.24,772.2356049,507.8139389,400.3478667,8.982341556,1.703181222,2.49,250.0562611,295.096,306.4,250.0446222
3/14/2017 15:00,452.9953472,450.4992889,60.24,1310.160537,533.3697333,400.2631278,9.112168444,1.769718056,1.31,250.0412056,295.096,306.4,249.9876167
3/14/2017 16:00,448.6828389,452.5880833,58.19,2794.447905,549.4896167,399.8371611,9.224191389,1.760976111,4.26,250.0631,295.096,306.4,250.0726056
3/14/2017 17:00,449.6939611,430.9967944,58.19,3610.877556,525.3685944,399.0221944,9.167075722,1.718507889,3.3,250.2055167,295.096,306.4,238.7963278
3/14/2017 18:00,449.4867278,449.7141056,58.19,3538.776611,525.1201667,399.9191222,9.316732778,1.714446444,3.11,250.0350611,295.096,306.4,249.9891889
3/14/2017 19:00,449.5842222,450.6270444,58.19,3499.293,534.3213833,400.3706556,9.371491,1.728191611,3.28,250.0829722,295.096,306.4,250.0909889
3/14/2017 20:00,485.7809333,450.1380722,58.19,3334.865667,510.6102389,400.4606889,9.415203278,1.677649863,3.77,249.9670222,295.096,306.4,250.0578111
3/14/2017 21:00,637.7123295,451.2645778,58.19,3112.175778,494.5968583,399.5129778,9.510935222,1.665934637,3.48,250.0618222,295.096,306.4,249.9847278
3/14/2017 22:00,592.4533667,451.6098667,58.19,3203.793333,397.8527845,401.9742706,9.378847611,1.628029105,1.01,250.0693056,295.096,306.4,250.1888333
3/14/2017 23:00,858.5574444,447.0567889,58.19,2886.855222,282.2393332,409.7556983,9.295139889,1.530359313,1.01,250.0173444,295.096,306.4,249.8880222
3/15/2017 0:00,522.4385316,443.91215,58.19,2483.562594,306.9053976,411.8802306,9.022224,1.529085553,1.01,250.0298889,295.096,306.4,249.9697111
3/15/2017 1:00,457.9209278,467.5692611,58.19,2537.042947,295.971625,415.5338777,8.923011333,1.527811792,1.01,249.9991056,295.096,306.4,250.1102889
3/15/2017 2:00,441.8506444,454.2612944,58.19,2600.115244,280.986625,416.276726,8.839751667,1.526538032,1.01,250.0360833,295.096,306.4,250.0566389
3/15/2017 3:00,414.2606902,456.6874278,58.19,2903.427803,266.001625,413.9208856,8.809006444,1.533633066,1.01,249.9897389,295.096,306.4,250.0463111
3/15/2017 4:00,590.6087431,369.4991167,58.19,2881.419944,381.1099462,402.1553789,8.814460694,1.562443495,1.01,249.9672278,295.096,306.4,249.9906167
3/15/2017 5:00,479.4271611,443.8270889,58.19,3344.547239,512.9515515,404.5258816,8.902398556,1.538518877,1.01,249.9354667,295.096,306.4,250.0430167
3/15/2017 6:00,441.4980444,274.1188217,58.19,3287.580633,569.1926315,403.9267201,8.864574722,1.582461739,1.01,250.0188278,295.096,306.4,250.0261889
3/15/2017 7:00,459.2704278,238.9156749,59.09,3144.129583,521.0010889,401.5845111,9.009563056,1.6741235,1.01,250.0796167,295.096,306.4,250.0189778
3/15/2017 8:00,450.9983333,334.4901345,59.09,3035.967639,481.4992444,401.2286611,8.988701556,1.655212389,1.31,250.0479444,295.096,306.4,250.1266111
3/15/2017 9:00,448.8870111,364.882455,59.09,2769.328125,494.8614444,399.3190056,9.233033333,1.674080722,2.36,250.0522111,295.096,306.4,250.0668833
3/15/2017 10:00,448.6003,359.7522889,59.09,2586.195997,509.2607,399.1438556,9.306307611,1.690530278,1.81,250.0935,295.096,306.4,250.1492778
3/15/2017 11:00,504.7594611,383.6826699,59.09,2434.269345,452.16155,398.0463389,9.132516278,1.611600833,1.45,250.0910667,295.096,306.4,249.9308278
3/15/2017 12:00,456.4155556,463.3543606,59.09,3438.256889,504.3689806,400.5603778,9.386499389,1.663217944,1.23,250.0261667,295.096,306.4,250.0664444
3/15/2017 13:00,455.6197778,451.0474056,59.09,3416.684678,511.97055,401.2469,9.691497111,1.686985806,1.39,250.0979167,295.096,306.4,250.0347
3/15/2017 14:00,545.9939111,449.0547556,59.09,3721.407917,489.5578556,400.5269278,9.938224111,1.753942556,1.06,250.1784444,295.096,306.4,250.0066556
3/15/2017 15:00,550.6969,448.9710444,59.09,3476.849958,485.2471667,400.5987556,9.796625778,1.76747,3.52,250.0419111,295.096,306.4,250.0262889
3/15/2017 16:00,549.6546056,452.2621389,58.54,3063.467096,469.8046167,399.3142056,9.638385611,1.754965444,3.86,250.0836222,295.096,306.4,249.9924222
3/15/2017 17:00,550.1905167,417.80495,58.54,3456.789522,519.9952389,399.0290944,9.5879255,1.733306389,1.41,249.9256944,295.096,306.4,250.0461722
3/15/2017 18:00,531.3597889,449.3645167,58.54,3598.942086,514.7719222,400.2666444,9.699798833,1.754846778,1.19,250.0367778,295.096,306.4,250.0375111
3/15/2017 19:00,450.0602556,448.7850556,58.54,4493.879667,500.1221611,400.5332778,9.560987444,1.7682955,1.72,250.0287278,295.096,306.4,250.0859667
3/15/2017 20:00,449.91445,450.5834333,58.54,4334.826167,492.7996556,399.7009444,9.275020056,1.679613511,1.83,250.0358778,295.096,306.4,250.0437389
3/15/2017 21:00,465.1890167,447.7487444,58.54,3812.088467,490.9127028,400.033925,9.596474833,1.687161044,1.73,250.0096167,295.096,306.4,249.9682056
3/15/2017 22:00,449.8539111,452.7113611,58.54,3738.339111,465.3773917,399.5597389,9.569732778,1.743155333,1.41,250.0033667,295.096,306.4,250.0529389
3/15/2017 23:00,449.5515,449.6497444,58.54,3205.14375,462.5488028,400.1037722,9.455282389,1.693236944,1.76,249.9479,295.096,306.4,250.0139556
3/16/2017 0:00,451.0779889,451.0808,58.54,3279.056556,504.1610222,400.1428389,9.540163833,1.705164944,1.16,250.0093889,295.096,306.4,250.0594667
3/16/2017 1:00,449.5111611,448.1347944,57.45,3724.925333,520.2939056,399.7534778,9.577315667,1.722613889,1.34,249.9888,295.096,306.4,249.7906833
3/16/2017 2:00,462.2483944,451.1333389,57.45,3275.951833,517.2340389,399.5248889,9.64917,1.738398667,1.06,250.0215444,295.096,306.4,250.1362833
3/16/2017 3:00,562.1145722,502.8917333,57.45,2757.597481,438.7458778,399.4772722,9.496067444,1.653304389,2.35,250.0208556,295.096,306.4,250.0572889
3/16/2017 4:00,573.5228056,507.0934806,57.45,1537.229973,340.3379758,399.9358611,9.118414278,1.547622424,2.35,250.0055944,295.096,306.4,250.0420389
3/16/2017 5:00,578.8561278,494.7889833,57.45,3575.411611,346.4559381,401.2123667,9.247817722,1.598466576,3.78,250.0149611,295.096,306.4,250.0466
3/29/2017 12:00,753.7242474,477.3491972,60.18,1060.859297,379.8362028,400.9825389,9.527187167,1.550374191,1.36,200.0358389,295.096,306.4,250.0697222
3/29/2017 13:00,848.6755031,483.8161306,60.18,2034.926525,322.233975,400.4689472,9.700679444,1.532016559,1.43,199.9901222,295.096,306.4,250.0290556
3/29/2017 14:00,851.9514916,456.1472306,60.18,1435.425811,474.6563222,399.1570833,9.687787556,1.645199556,1.33,200.0193111,295.096,306.4,249.9793556
3/29/2017 15:00,855.9106302,449.4107444,60.18,618.4603871,396.3777333,398.9425222,9.851689333,1.55992878,1.27,199.9408333,295.096,306.4,249.9785889
3/29/2017 16:00,851.6035129,450.12305,59.54,1367.502858,317.1340722,400.8362833,9.936163333,1.530983554,5.5,199.8789222,295.096,306.4,250.0616611
3/29/2017 17:00,847.60224,431.9779167,59.54,1729.41271,410.9787167,400.0360944,9.477018056,1.567738889,1.64,199.9061833,295.096,306.4,250.0245333
3/29/2017 18:00,856.026051,336.0238139,59.54,1639.599185,460.2168056,399.2553611,9.604896944,1.626785667,1.46,199.9013389,295.096,306.4,249.99735
3/29/2017 19:00,855.863222,559.4628167,59.54,1913.013778,495.2350556,399.9483167,9.558474611,1.673499556,1.69,199.8669056,295.096,306.4,250.0070333
3/29/2017 20:00,855.7003931,589.5073472,59.54,2033.815739,500.4931722,400.5124833,9.279860222,1.682863944,1.81,199.8981889,295.096,306.4,250.06775
3/29/2017 21:00,855.5375641,589.1645472,59.54,2213.602722,530.6425722,400.3550333,9.588319833,1.721673833,1.71,199.8808222,295.096,306.4,250.0175611
3/29/2017 22:00,855.3747352,580.1096861,59.54,2004.494667,531.8905889,399.0811444,9.644040167,1.729453444,2.92,199.8942833,295.096,306.4,250.0342889
3/29/2017 23:00,855.2119063,581.9788611,59.54,1813.138142,530.9814333,400.0637056,9.593710056,1.723346333,2,199.8960389,295.096,306.4,249.9946833
3/30/2017 0:00,856.8377272,549.4150111,59.54,1975.230222,537.1195278,399.8876333,9.6239815,1.731817444,1.69,199.9342833,295.096,306.4,250.0518944
3/30/2017 1:00,854.9508501,476.6599056,60.44,2046.820911,489.644648,401.3629681,9.695170556,1.675496205,3.8,199.82095,295.096,306.4,249.1674444
3/30/2017 2:00,855.0408063,453.3739611,60.44,1907.987333,335.4528167,410.8534114,9.413613278,1.535654719,3.8,199.7471611,295.096,306.4,249.7248333
3/30/2017 3:00,847.3449033,460.6005528,60.44,1862.960944,427.1620576,408.5177289,9.366648278,1.619271798,3.8,199.8987444,295.096,306.4,249.9921778
3/30/2017 4:00,851.3070683,468.6151444,60.44,1914.466333,443.3788083,399.5414389,9.159319778,1.592283605,2.77,200.3265,295.096,306.4,252.1685278
3/30/2017 5:00,857.1620713,477.1947,60.44,2160.1855,460.2686417,400.9487528,9.168991556,1.633405034,1.64,200.0986833,295.096,306.4,250.2111111
3/30/2017 6:00,832.9326235,466.9506222,60.44,2051.337581,456.6987778,400.2197111,9.187347667,1.61619356,2.37,199.9087778,295.096,306.4,250.0568778
3/30/2017 7:00,844.6601507,477.6099972,61.11,1500.976697,439.13075,400.21505,9.223457722,1.587452884,2.04,200.1987333,295.096,306.4,249.9951389
3/30/2017 8:00,857.4302516,451.7732278,61.11,1323.200975,288.3658817,400.98645,8.885341056,1.520966238,1.8,200.2765444,295.096,306.4,249.6458167
